,Month,City,Continent,Breakfast_Basket_USD
4791,2026-01,Muscat,Asia,9.98
4792,2026-02,Muscat,Asia,10.21
4793,2026-03,Muscat,Asia,10.09
4794,2025-10,Muscat,Asia,9.38
4795,2025-11,Muscat,Asia,9.67
4796,2025-12,Muscat,Asia,9.9
4797,2026-01,Muscat,Asia,9.98
4798,2026-02,Muscat,Asia,10.21
4799,2026-03,Muscat,Asia,10.09
4800,2025-10,Muscat,Asia,9.38
4801,2025-11,Muscat,Asia,9.67
4802,2025-12,Muscat,Asia,9.9
4803,2026-01,Muscat,Asia,9.98
4804,2026-02,Muscat,Asia,10.21
4805,2026-03,Muscat,Asia,10.09
4806,2025-10,Muscat,Asia,9.38
4807,2025-11,Muscat,Asia,9.67
4808,2025-12,Muscat,Asia,9.9
4809,2026-01,Muscat,Asia,9.98
4810,2026-02,Muscat,Asia,10.21
4811,2026-03,Muscat,Asia,10.09
4812,2025-10,Muscat,Asia,9.38
4813,2025-11,Muscat,Asia,9.67
4814,2025-12,Muscat,Asia,9.9
4815,2026-01,Muscat,Asia,9.98
4816,2026-02,Muscat,Asia,10.21
4817,2026-03,Muscat,Asia,10.09
4818,2025-10,Muscat,Asia,9.38
4819,2025-11,Muscat,Asia,9.67
4820,2025-12,Muscat,Asia,9.9
4821,2026-01,Muscat,Asia,9.98
4822,2026-02,Muscat,Asia,10.21
4823,2026-03,Muscat,Asia,10.09
4824,2025-10,Muscat,Asia,9.38
4825,2025-11,Muscat,Asia,9.67
4826,2025-12,Muscat,Asia,9.9
4827,2026-01,Muscat,Asia,9.98
4828,2026-02,Muscat,Asia,10.21
4829,2026-03,Muscat,Asia,10.09
4830,2025-10,Muscat,Asia,9.38
4831,2025-11,Muscat,Asia,9.67
4832,2025-12,Muscat,Asia,9.9
4833,2026-01,Muscat,Asia,9.98
4834,2026-02,Muscat,Asia,10.21
4835,2026-03,Muscat,Asia,10.09
4836,2025-10,Muscat,Asia,9.38
4837,2025-11,Muscat,Asia,9.67
4838,2025-12,Muscat,Asia,9.9
4839,2026-01,Muscat,Asia,9.98
4840,2026-02,Muscat,Asia,10.21
4841,2026-03,Muscat,Asia,10.09
4842,2025-10,Muscat,Asia,9.38
4843,2025-11,Muscat,Asia,9.67
4844,2025-12,Muscat,Asia,9.9
4845,2026-01,Muscat,Asia,9.98
4846,2026-02,Muscat,Asia,10.21
4847,2026-03,Muscat,Asia,10.09
4848,2025-10,Muscat,Asia,9.38
4849,2025-11,Muscat,Asia,9.67
4850,2025-12,Muscat,Asia,9.9
4851,2026-01,Muscat,Asia,9.98
4852,2026-02,Muscat,Asia,10.21
4853,2026-03,Muscat,Asia,10.09
4854,2025-10,Muscat,Asia,9.38
4855,2025-11,Muscat,Asia,9.67
4856,2025-12,Muscat,Asia,9.9
4857,2026-01,Muscat,Asia,9.98
4858,2026-02,Muscat,Asia,10.21
4859,2026-03,Muscat,Asia,10.09
4860,2025-10,Muscat,Asia,9.38
4861,2025-11,Muscat,Asia,9.67
4862,2025-12,Muscat,Asia,9.9
4863,2026-01,Muscat,Asia,9.98
4864,2026-02,Muscat,Asia,10.21
4865,2026-03,Muscat,Asia,10.09
4866,2025-10,Muscat,Asia,9.38
4867,2025-11,Muscat,Asia,9.67
4868,2025-12,Muscat,Asia,9.9
4869,2026-01,Muscat,Asia,9.98
4870,2026-02,Muscat,Asia,10.21
4871,2026-03,Muscat,Asia,10.09
4872,2025-10,Beirut,Asia,9.04
4873,2025-11,Beirut,Asia,9.04
4874,2025-12,Beirut,Asia,9.32
4875,2026-01,Beirut,Asia,9.3
4876,2026-02,Beirut,Asia,9.52
4877,2026-03,Beirut,Asia,9.54
4878,2025-10,Beirut,Asia,9.04
4879,2025-11,Beirut,Asia,9.04
4880,2025-12,Beirut,Asia,9.32
4881,2026-01,Beirut,Asia,9.3
4882,2026-02,Beirut,Asia,9.52
4883,2026-03,Beirut,Asia,9.54
4884,2025-10,Beirut,Asia,9.04
4885,2025-11,Beirut,Asia,9.04
4886,2025-12,Beirut,Asia,9.32
4887,2026-01,Beirut,Asia,9.3
4888,2026-02,Beirut,Asia,9.52
4889,2026-03,Beirut,Asia,9.54
4890,2025-10,Beirut,Asia,9.04
4891,2025-11,Beirut,Asia,9.04
4892,2025-12,Beirut,Asia,9.32
4893,2026-01,Beirut,Asia,9.3
4894,2026-02,Beirut,Asia,9.52
4895,2026-03,Beirut,Asia,9.54
4896,2025-10,Beirut,Asia,9.04
4897,2025-11,Beirut,Asia,9.04
4898,2025-12,Beirut,Asia,9.32
4899,2026-01,Beirut,Asia,9.3
4900,2026-02,Beirut,Asia,9.52
4901,2026-03,Beirut,Asia,9.54
4902,2025-10,Beirut,Asia,9.04
4903,2025-11,Beirut,Asia,9.04
4904,2025-12,Beirut,Asia,9.32
4905,2026-01,Beirut,Asia,9.3
4906,2026-02,Beirut,Asia,9.52
4907,2026-03,Beirut,Asia,9.54
4908,2025-10,Beirut,Asia,9.04
4909,2025-11,Beirut,Asia,9.04
4910,2025-12,Beirut,Asia,9.32
4911,2026-01,Beirut,Asia,9.3
4912,2026-02,Beirut,Asia,9.52
4913,2026-03,Beirut,Asia,9.54
4914,2025-10,Beirut,Asia,9.04
4915,2025-11,Beirut,Asia,9.04
4916,2025-12,Beirut,Asia,9.32
4917,2026-01,Beirut,Asia,9.3
4918,2026-02,Beirut,Asia,9.52
4919,2026-03,Beirut,Asia,9.54
4920,2025-10,Beirut,Asia,9.04
4921,2025-11,Beirut,Asia,9.04
4922,2025-12,Beirut,Asia,9.32
4923,2026-01,Beirut,Asia,9.3
4924,2026-02,Beirut,Asia,9.52
4925,2026-03,Beirut,Asia,9.54
4926,2025-10,Beirut,Asia,9.04
4927,2025-11,Beirut,Asia,9.04
4928,2025-12,Beirut,Asia,9.32
4929,2026-01,Beirut,Asia,9.3
4930,2026-02,Beirut,Asia,9.52
4931,2026-03,Beirut,Asia,9.54
4932,2025-10,Beirut,Asia,9.04
4933,2025-11,Beirut,Asia,9.04
4934,2025-12,Beirut,Asia,9.32
4935,2026-01,Beirut,Asia,9.3
4936,2026-02,Beirut,Asia,9.52
4937,2026-03,Beirut,Asia,9.54
4938,2025-10,Beirut,Asia,9.04
4939,2025-11,Beirut,Asia,9.04
4940,2025-12,Beirut,Asia,9.32
4941,2026-01,Beirut,Asia,9.3
4942,2026-02,Beirut,Asia,9.52
4943,2026-03,Beirut,Asia,9.54
4944,2025-10,Beirut,Asia,9.04
4945,2025-11,Beirut,Asia,9.04
4946,2025-12,Beirut,Asia,9.32
4947,2026-01,Beirut,Asia,9.3
4948,2026-02,Beirut,Asia,9.52
4949,2026-03,Beirut,Asia,9.54
4950,2025-10,Beirut,Asia,9.04
4951,2025-11,Beirut,Asia,9.04
4952,2025-12,Beirut,Asia,9.32
4953,2026-01,Beirut,Asia,9.3
4954,2026-02,Beirut,Asia,9.52
4955,2026-03,Beirut,Asia,9.54
4956,2025-10,Tehran,Asia,3.54
4957,2025-11,Tehran,Asia,3.64
4958,2025-12,Tehran,Asia,3.61
4959,2026-01,Tehran,Asia,3.65
4960,2026-02,Tehran,Asia,3.78
4961,2026-03,Tehran,Asia,3.77
4962,2025-10,Tehran,Asia,3.54
4963,2025-11,Tehran,Asia,3.64
4964,2025-12,Tehran,Asia,3.61
4965,2026-01,Tehran,Asia,3.65
4966,2026-02,Tehran,Asia,3.78
4967,2026-03,Tehran,Asia,3.77
4968,2025-10,Tehran,Asia,3.54
4969,2025-11,Tehran,Asia,3.64
4970,2025-12,Tehran,Asia,3.61
4971,2026-01,Tehran,Asia,3.65
4972,2026-02,Tehran,Asia,3.78
4973,2026-03,Tehran,Asia,3.77
4974,2025-10,Tehran,Asia,3.54
4975,2025-11,Tehran,Asia,3.64
4976,2025-12,Tehran,Asia,3.61
4977,2026-01,Tehran,Asia,3.65
4978,2026-02,Tehran,Asia,3.78
4979,2026-03,Tehran,Asia,3.77
4980,2025-10,Tehran,Asia,3.54
4981,2025-11,Tehran,Asia,3.64
4982,2025-12,Tehran,Asia,3.61
4983,2026-01,Tehran,Asia,3.65
4984,2026-02,Tehran,Asia,3.78
4985,2026-03,Tehran,Asia,3.77
4986,2025-10,Tehran,Asia,3.54
4987,2025-11,Tehran,Asia,3.64
4988,2025-12,Tehran,Asia,3.61
4989,2026-01,Tehran,Asia,3.65
4990,2026-02,Tehran,Asia,3.78
4991,2026-03,Tehran,Asia,3.77
4992,2025-10,Tehran,Asia,3.54
4993,2025-11,Tehran,Asia,3.64
4994,2025-12,Tehran,Asia,3.61
4995,2026-01,Tehran,Asia,3.65
4996,2026-02,Tehran,Asia,3.78
4997,2026-03,Tehran,Asia,3.77
4998,2025-10,Tehran,Asia,3.54
4999,2025-11,Tehran,Asia,3.64
5000,2025-12,Tehran,Asia,3.61
5001,2026-01,Tehran,Asia,3.65
5002,2026-02,Tehran,Asia,3.78
5003,2026-03,Tehran,Asia,3.77
5004,2025-10,Tehran,Asia,3.54
5005,2025-11,Tehran,Asia,3.64
5006,2025-12,Tehran,Asia,3.61
5007,2026-01,Tehran,Asia,3.65
5008,2026-02,Tehran,Asia,3.78
5009,2026-03,Tehran,Asia,3.77
5010,2025-10,Tehran,Asia,3.54
5011,2025-11,Tehran,Asia,3.64
5012,2025-12,Tehran,Asia,3.61
5013,2026-01,Tehran,Asia,3.65
5014,2026-02,Tehran,Asia,3.78
5015,2026-03,Tehran,Asia,3.77
5016,2025-10,Tehran,Asia,3.54
5017,2025-11,Tehran,Asia,3.64
5018,2025-12,Tehran,Asia,3.61
5019,2026-01,Tehran,Asia,3.65
5020,2026-02,Tehran,Asia,3.78
5021,2026-03,Tehran,Asia,3.77
5022,2025-10,Tehran,Asia,3.54
5023,2025-11,Tehran,Asia,3.64
5024,2025-12,Tehran,Asia,3.61
5025,2026-01,Tehran,Asia,3.65
5026,2026-02,Tehran,Asia,3.78
5027,2026-03,Tehran,Asia,3.77
5028,2025-10,Tehran,Asia,3.54
5029,2025-11,Tehran,Asia,3.64
5030,2025-12,Tehran,Asia,3.61
5031,2026-01,Tehran,Asia,3.65
5032,2026-02,Tehran,Asia,3.78
5033,2026-03,Tehran,Asia,3.77
5034,2025-10,Tehran,Asia,3.54
5035,2025-11,Tehran,Asia,3.64
5036,2025-12,Tehran,Asia,3.61
5037,2026-01,Tehran,Asia,3.65
5038,2026-02,Tehran,Asia,3.78
5039,2026-03,Tehran,Asia,3.77
5040,2025-10,Baghdad,Asia,6.06
5041,2025-11,Baghdad,Asia,6.27
5042,2025-12,Baghdad,Asia,6.25
5043,2026-01,Baghdad,Asia,6.33
5044,2026-02,Baghdad,Asia,6.28
5045,2026-03,Baghdad,Asia,6.41
5046,2025-10,Baghdad,Asia,6.06
5047,2025-11,Baghdad,Asia,6.27
5048,2025-12,Baghdad,Asia,6.25
5049,2026-01,Baghdad,Asia,6.33
5050,2026-02,Baghdad,Asia,6.28
5051,2026-03,Baghdad,Asia,6.41
5052,2025-10,Baghdad,Asia,6.06
5053,2025-11,Baghdad,Asia,6.27
5054,2025-12,Baghdad,Asia,6.25
5055,2026-01,Baghdad,Asia,6.33
5056,2026-02,Baghdad,Asia,6.28
5057,2026-03,Baghdad,Asia,6.41
5058,2025-10,Baghdad,Asia,6.06
5059,2025-11,Baghdad,Asia,6.27
5060,2025-12,Baghdad,Asia,6.25
5061,2026-01,Baghdad,Asia,6.33
5062,2026-02,Baghdad,Asia,6.28
5063,2026-03,Baghdad,Asia,6.41
5064,2025-10,Baghdad,Asia,6.06
5065,2025-11,Baghdad,Asia,6.27
5066,2025-12,Baghdad,Asia,6.25
5067,2026-01,Baghdad,Asia,6.33
5068,2026-02,Baghdad,Asia,6.28
5069,2026-03,Baghdad,Asia,6.41
5070,2025-10,Baghdad,Asia,6.06
5071,2025-11,Baghdad,Asia,6.27
5072,2025-12,Baghdad,Asia,6.25
5073,2026-01,Baghdad,Asia,6.33
5074,2026-02,Baghdad,Asia,6.28
5075,2026-03,Baghdad,Asia,6.41
5076,2025-10,Baghdad,Asia,6.06
5077,2025-11,Baghdad,Asia,6.27
5078,2025-12,Baghdad,Asia,6.25
5079,2026-01,Baghdad,Asia,6.33
5080,2026-02,Baghdad,Asia,6.28
5081,2026-03,Baghdad,Asia,6.41
5082,2025-10,Baghdad,Asia,6.06
5083,2025-11,Baghdad,Asia,6.27
5084,2025-12,Baghdad,Asia,6.25
5085,2026-01,Baghdad,Asia,6.33
5086,2026-02,Baghdad,Asia,6.28
5087,2026-03,Baghdad,Asia,6.41
5088,2025-10,Baghdad,Asia,6.06
5089,2025-11,Baghdad,Asia,6.27
5090,2025-12,Baghdad,Asia,6.25
5091,2026-01,Baghdad,Asia,6.33
5092,2026-02,Baghdad,Asia,6.28
5093,2026-03,Baghdad,Asia,6.41
5094,2025-10,Baghdad,Asia,6.06
5095,2025-11,Baghdad,Asia,6.27
5096,2025-12,Baghdad,Asia,6.25
5097,2026-01,Baghdad,Asia,6.33
5098,2026-02,Baghdad,Asia,6.28
5099,2026-03,Baghdad,Asia,6.41
5100,2025-10,Baghdad,Asia,6.06
5101,2025-11,Baghdad,Asia,6.27
5102,2025-12,Baghdad,Asia,6.25
5103,2026-01,Baghdad,Asia,6.33
5104,2026-02,Baghdad,Asia,6.28
5105,2026-03,Baghdad,Asia,6.41
5106,2025-10,Baghdad,Asia,6.06
5107,2025-11,Baghdad,Asia,6.27
5108,2025-12,Baghdad,Asia,6.25
5109,2026-01,Baghdad,Asia,6.33
5110,2026-02,Baghdad,Asia,6.28
5111,2026-03,Baghdad,Asia,6.41
5112,2025-10,Baghdad,Asia,6.06
5113,2025-11,Baghdad,Asia,6.27
5114,2025-12,Baghdad,Asia,6.25
5115,2026-01,Baghdad,Asia,6.33
5116,2026-02,Baghdad,Asia,6.28
5117,2026-03,Baghdad,Asia,6.41
5118,2025-10,Baghdad,Asia,6.06
5119,2025-11,Baghdad,Asia,6.27
5120,2025-12,Baghdad,Asia,6.25
5121,2026-01,Baghdad,Asia,6.33
5122,2026-02,Baghdad,Asia,6.28
5123,2026-03,Baghdad,Asia,6.41
5124,2025-10,Casablanca,Africa,4.74
5125,2025-11,Casablanca,Africa,4.8
5126,2025-12,Casablanca,Africa,4.95
5127,2026-01,Casablanca,Africa,4.9
5128,2026-02,Casablanca,Africa,5.12
5129,2026-03,Casablanca,Africa,5.02
5130,2025-10,Casablanca,Africa,4.74
5131,2025-11,Casablanca,Africa,4.8
5132,2025-12,Casablanca,Africa,4.95
5133,2026-01,Casablanca,Africa,4.9
5134,2026-02,Casablanca,Africa,5.12
5135,2026-03,Casablanca,Africa,5.02
5136,2025-10,Casablanca,Africa,4.74
5137,2025-11,Casablanca,Africa,4.8
5138,2025-12,Casablanca,Africa,4.95
5139,2026-01,Casablanca,Africa,4.9
5140,2026-02,Casablanca,Africa,5.12
5141,2026-03,Casablanca,Africa,5.02
5142,2025-10,Casablanca,Africa,4.74
5143,2025-11,Casablanca,Africa,4.8
5144,2025-12,Casablanca,Africa,4.95
5145,2026-01,Casablanca,Africa,4.9
5146,2026-02,Casablanca,Africa,5.12
5147,2026-03,Casablanca,Africa,5.02
5148,2025-10,Casablanca,Africa,4.74
5149,2025-11,Casablanca,Africa,4.8
5150,2025-12,Casablanca,Africa,4.95
5151,2026-01,Casablanca,Africa,4.9
5152,2026-02,Casablanca,Africa,5.12
5153,2026-03,Casablanca,Africa,5.02
5154,2025-10,Casablanca,Africa,4.74
5155,2025-11,Casablanca,Africa,4.8
5156,2025-12,Casablanca,Africa,4.95
5157,2026-01,Casablanca,Africa,4.9
5158,2026-02,Casablanca,Africa,5.12
5159,2026-03,Casablanca,Africa,5.02
5160,2025-10,Casablanca,Africa,4.74
5161,2025-11,Casablanca,Africa,4.8
5162,2025-12,Casablanca,Africa,4.95
5163,2026-01,Casablanca,Africa,4.9
5164,2026-02,Casablanca,Africa,5.12
5165,2026-03,Casablanca,Africa,5.02
5166,2025-10,Casablanca,Africa,4.74
5167,2025-11,Casablanca,Africa,4.8
5168,2025-12,Casablanca,Africa,4.95
5169,2026-01,Casablanca,Africa,4.9
5170,2026-02,Casablanca,Africa,5.12
5171,2026-03,Casablanca,Africa,5.02
5172,2025-10,Casablanca,Africa,4.74
5173,2025-11,Casablanca,Africa,4.8
5174,2025-12,Casablanca,Africa,4.95
5175,2026-01,Casablanca,Africa,4.9
5176,2026-02,Casablanca,Africa,5.12
5177,2026-03,Casablanca,Africa,5.02
5178,2025-10,Casablanca,Africa,4.74
5179,2025-11,Casablanca,Africa,4.8
5180,2025-12,Casablanca,Africa,4.95
5181,2026-01,Casablanca,Africa,4.9
5182,2026-02,Casablanca,Africa,5.12
5183,2026-03,Casablanca,Africa,5.02
5184,2025-10,Casablanca,Africa,4.74
5185,2025-11,Casablanca,Africa,4.8
5186,2025-12,Casablanca,Africa,4.95
5187,2026-01,Casablanca,Africa,4.9
5188,2026-02,Casablanca,Africa,5.12
5189,2026-03,Casablanca,Africa,5.02
5190,2025-10,Casablanca,Africa,4.74
5191,2025-11,Casablanca,Africa,4.8
5192,2025-12,Casablanca,Africa,4.95
5193,2026-01,Casablanca,Africa,4.9
5194,2026-02,Casablanca,Africa,5.12
5195,2026-03,Casablanca,Africa,5.02
5196,2025-10,Casablanca,Africa,4.74
5197,2025-11,Casablanca,Africa,4.8
5198,2025-12,Casablanca,Africa,4.95
5199,2026-01,Casablanca,Africa,4.9
5200,2026-02,Casablanca,Africa,5.12
5201,2026-03,Casablanca,Africa,5.02
5202,2025-10,Casablanca,Africa,4.74
5203,2025-11,Casablanca,Africa,4.8
5204,2025-12,Casablanca,Africa,4.95
5205,2026-01,Casablanca,Africa,4.9
5206,2026-02,Casablanca,Africa,5.12
5207,2026-03,Casablanca,Africa,5.02
5208,2025-10,Algiers,Africa,4.23
5209,2025-11,Algiers,Africa,4.28
5210,2025-12,Algiers,Africa,4.35
5211,2026-01,Algiers,Africa,4.31
5212,2026-02,Algiers,Africa,4.44
5213,2026-03,Algiers,Africa,4.42
5214,2025-10,Algiers,Africa,4.23
5215,2025-11,Algiers,Africa,4.28
5216,2025-12,Algiers,Africa,4.35
5217,2026-01,Algiers,Africa,4.31
5218,2026-02,Algiers,Africa,4.44
5219,2026-03,Algiers,Africa,4.42
5220,2025-10,Algiers,Africa,4.23
5221,2025-11,Algiers,Africa,4.28
5222,2025-12,Algiers,Africa,4.35
5223,2026-01,Algiers,Africa,4.31
5224,2026-02,Algiers,Africa,4.44
5225,2026-03,Algiers,Africa,4.42
5226,2025-10,Algiers,Africa,4.23
5227,2025-11,Algiers,Africa,4.28
5228,2025-12,Algiers,Africa,4.35
5229,2026-01,Algiers,Africa,4.31
5230,2026-02,Algiers,Africa,4.44
5231,2026-03,Algiers,Africa,4.42
5232,2025-10,Algiers,Africa,4.23
5233,2025-11,Algiers,Africa,4.28
5234,2025-12,Algiers,Africa,4.35
5235,2026-01,Algiers,Africa,4.31
5236,2026-02,Algiers,Africa,4.44
5237,2026-03,Algiers,Africa,4.42
5238,2025-10,Algiers,Africa,4.23
5239,2025-11,Algiers,Africa,4.28
5240,2025-12,Algiers,Africa,4.35
5241,2026-01,Algiers,Africa,4.31
5242,2026-02,Algiers,Africa,4.44
5243,2026-03,Algiers,Africa,4.42
5244,2025-10,Algiers,Africa,4.23
5245,2025-11,Algiers,Africa,4.28
5246,2025-12,Algiers,Africa,4.35
5247,2026-01,Algiers,Africa,4.31
5248,2026-02,Algiers,Africa,4.44
5249,2026-03,Algiers,Africa,4.42
5250,2025-10,Algiers,Africa,4.23
5251,2025-11,Algiers,Africa,4.28
5252,2025-12,Algiers,Africa,4.35
5253,2026-01,Algiers,Africa,4.31
5254,2026-02,Algiers,Africa,4.44
5255,2026-03,Algiers,Africa,4.42
5256,2025-10,Algiers,Africa,4.23
5257,2025-11,Algiers,Africa,4.28
5258,2025-12,Algiers,Africa,4.35
5259,2026-01,Algiers,Africa,4.31
5260,2026-02,Algiers,Africa,4.44
5261,2026-03,Algiers,Africa,4.42
5262,2025-10,Algiers,Africa,4.23
5263,2025-11,Algiers,Africa,4.28
5264,2025-12,Algiers,Africa,4.35
5265,2026-01,Algiers,Africa,4.31
5266,2026-02,Algiers,Africa,4.44
5267,2026-03,Algiers,Africa,4.42
5268,2025-10,Algiers,Africa,4.23
5269,2025-11,Algiers,Africa,4.28
5270,2025-12,Algiers,Africa,4.35
5271,2026-01,Algiers,Africa,4.31
5272,2026-02,Algiers,Africa,4.44
5273,2026-03,Algiers,Africa,4.42
5274,2025-10,Algiers,Africa,4.23
5275,2025-11,Algiers,Africa,4.28
5276,2025-12,Algiers,Africa,4.35
5277,2026-01,Algiers,Africa,4.31
5278,2026-02,Algiers,Africa,4.44
5279,2026-03,Algiers,Africa,4.42
5280,2025-10,Algiers,Africa,4.23
5281,2025-11,Algiers,Africa,4.28
5282,2025-12,Algiers,Africa,4.35
5283,2026-01,Algiers,Africa,4.31
5284,2026-02,Algiers,Africa,4.44
5285,2026-03,Algiers,Africa,4.42
5286,2025-10,Algiers,Africa,4.23
5287,2025-11,Algiers,Africa,4.28
5288,2025-12,Algiers,Africa,4.35
5289,2026-01,Algiers,Africa,4.31
5290,2026-02,Algiers,Africa,4.44
5291,2026-03,Algiers,Africa,4.42
5292,2025-10,Tunis,Africa,3.04
5293,2025-11,Tunis,Africa,3.09
5294,2025-12,Tunis,Africa,3.25
5295,2026-01,Tunis,Africa,3.11
5296,2026-02,Tunis,Africa,3.21
5297,2026-03,Tunis,Africa,3.26
5298,2025-10,Tunis,Africa,3.04
5299,2025-11,Tunis,Africa,3.09
5300,2025-12,Tunis,Africa,3.25
5301,2026-01,Tunis,Africa,3.11
5302,2026-02,Tunis,Africa,3.21
5303,2026-03,Tunis,Africa,3.26
5304,2025-10,Tunis,Africa,3.04
5305,2025-11,Tunis,Africa,3.09
5306,2025-12,Tunis,Africa,3.25
5307,2026-01,Tunis,Africa,3.11
5308,2026-02,Tunis,Africa,3.21
5309,2026-03,Tunis,Africa,3.26
5310,2025-10,Tunis,Africa,3.04
5311,2025-11,Tunis,Africa,3.09
5312,2025-12,Tunis,Africa,3.25
5313,2026-01,Tunis,Africa,3.11
5314,2026-02,Tunis,Africa,3.21
5315,2026-03,Tunis,Africa,3.26
5316,2025-10,Tunis,Africa,3.04
5317,2025-11,Tunis,Africa,3.09
5318,2025-12,Tunis,Africa,3.25
5319,2026-01,Tunis,Africa,3.11
5320,2026-02,Tunis,Africa,3.21
5321,2026-03,Tunis,Africa,3.26
5322,2025-10,Tunis,Africa,3.04
5323,2025-11,Tunis,Africa,3.09
5324,2025-12,Tunis,Africa,3.25
5325,2026-01,Tunis,Africa,3.11
5326,2026-02,Tunis,Africa,3.21
5327,2026-03,Tunis,Africa,3.26
5328,2025-10,Tunis,Africa,3.04
5329,2025-11,Tunis,Africa,3.09
5330,2025-12,Tunis,Africa,3.25
5331,2026-01,Tunis,Africa,3.11
5332,2026-02,Tunis,Africa,3.21
5333,2026-03,Tunis,Africa,3.26
5334,2025-10,Tunis,Africa,3.04
5335,2025-11,Tunis,Africa,3.09
5336,2025-12,Tunis,Africa,3.25
5337,2026-01,Tunis,Africa,3.11
5338,2026-02,Tunis,Africa,3.21
5339,2026-03,Tunis,Africa,3.26
5340,2025-10,Tunis,Africa,3.04
5341,2025-11,Tunis,Africa,3.09
5342,2025-12,Tunis,Africa,3.25
5343,2026-01,Tunis,Africa,3.11
5344,2026-02,Tunis,Africa,3.21
5345,2026-03,Tunis,Africa,3.26
5346,2025-10,Tunis,Africa,3.04
5347,2025-11,Tunis,Africa,3.09
5348,2025-12,Tunis,Africa,3.25
5349,2026-01,Tunis,Africa,3.11
5350,2026-02,Tunis,Africa,3.21
5351,2026-03,Tunis,Africa,3.26
5352,2025-10,Tunis,Africa,3.04
5353,2025-11,Tunis,Africa,3.09
5354,2025-12,Tunis,Africa,3.25
5355,2026-01,Tunis,Africa,3.11
5356,2026-02,Tunis,Africa,3.21
5357,2026-03,Tunis,Africa,3.26
5358,2025-10,Tunis,Africa,3.04
5359,2025-11,Tunis,Africa,3.09
5360,2025-12,Tunis,Africa,3.25
5361,2026-01,Tunis,Africa,3.11
5362,2026-02,Tunis,Africa,3.21
5363,2026-03,Tunis,Africa,3.26
5364,2025-10,Tunis,Africa,3.04
5365,2025-11,Tunis,Africa,3.09
5366,2025-12,Tunis,Africa,3.25
5367,2026-01,Tunis,Africa,3.11
5368,2026-02,Tunis,Africa,3.21
5369,2026-03,Tunis,Africa,3.26
5370,2025-10,Tunis,Africa,3.04
5371,2025-11,Tunis,Africa,3.09
5372,2025-12,Tunis,Africa,3.25
5373,2026-01,Tunis,Africa,3.11
5374,2026-02,Tunis,Africa,3.21
5375,2026-03,Tunis,Africa,3.26
5376,2025-10,Lagos,Africa,12.01
5377,2025-11,Lagos,Africa,11.87
5378,2025-12,Lagos,Africa,12.32
5379,2026-01,Lagos,Africa,12.42
5380,2026-02,Lagos,Africa,12.41
5381,2026-03,Lagos,Africa,12.56
5382,2025-10,Lagos,Africa,12.01
5383,2025-11,Lagos,Africa,11.87
5384,2025-12,Lagos,Africa,12.32
5385,2026-01,Lagos,Africa,12.42
5386,2026-02,Lagos,Africa,12.41
5387,2026-03,Lagos,Africa,12.56
5388,2025-10,Lagos,Africa,12.01
5389,2025-11,Lagos,Africa,11.87
5390,2025-12,Lagos,Africa,12.32
5391,2026-01,Lagos,Africa,12.42
5392,2026-02,Lagos,Africa,12.41
5393,2026-03,Lagos,Africa,12.56
5394,2025-10,Lagos,Africa,12.01
5395,2025-11,Lagos,Africa,11.87
5396,2025-12,Lagos,Africa,12.32
5397,2026-01,Lagos,Africa,12.42
5398,2026-02,Lagos,Africa,12.41
5399,2026-03,Lagos,Africa,12.56
5400,2025-10,Lagos,Africa,12.01
5401,2025-11,Lagos,Africa,11.87
5402,2025-12,Lagos,Africa,12.32
5403,2026-01,Lagos,Africa,12.42
5404,2026-02,Lagos,Africa,12.41
5405,2026-03,Lagos,Africa,12.56
5406,2025-10,Lagos,Africa,12.01
5407,2025-11,Lagos,Africa,11.87
5408,2025-12,Lagos,Africa,12.32
5409,2026-01,Lagos,Africa,12.42
5410,2026-02,Lagos,Africa,12.41
5411,2026-03,Lagos,Africa,12.56
5412,2025-10,Lagos,Africa,12.01
5413,2025-11,Lagos,Africa,11.87
5414,2025-12,Lagos,Africa,12.32
5415,2026-01,Lagos,Africa,12.42
5416,2026-02,Lagos,Africa,12.41
5417,2026-03,Lagos,Africa,12.56
5418,2025-10,Lagos,Africa,12.01
5419,2025-11,Lagos,Africa,11.87
5420,2025-12,Lagos,Africa,12.32
5421,2026-01,Lagos,Africa,12.42
5422,2026-02,Lagos,Africa,12.41
5423,2026-03,Lagos,Africa,12.56
5424,2025-10,Lagos,Africa,12.01
5425,2025-11,Lagos,Africa,11.87
5426,2025-12,Lagos,Africa,12.32
5427,2026-01,Lagos,Africa,12.42
5428,2026-02,Lagos,Africa,12.41
5429,2026-03,Lagos,Africa,12.56
5430,2025-10,Lagos,Africa,12.01
5431,2025-11,Lagos,Africa,11.87
5432,2025-12,Lagos,Africa,12.32
5433,2026-01,Lagos,Africa,12.42
5434,2026-02,Lagos,Africa,12.41
5435,2026-03,Lagos,Africa,12.56
5436,2025-10,Lagos,Africa,12.01
5437,2025-11,Lagos,Africa,11.87
5438,2025-12,Lagos,Africa,12.32
5439,2026-01,Lagos,Africa,12.42
5440,2026-02,Lagos,Africa,12.41
5441,2026-03,Lagos,Africa,12.56
5442,2025-10,Lagos,Africa,12.01
5443,2025-11,Lagos,Africa,11.87
5444,2025-12,Lagos,Africa,12.32
5445,2026-01,Lagos,Africa,12.42
5446,2026-02,Lagos,Africa,12.41
5447,2026-03,Lagos,Africa,12.56
